userId,itemId,rank,explanations,expl
498.0,240.0,5.0,"{2: 1, 4: 2, 5: 4}",0.56
498.0,277.0,6.0,"{3: 1, 4: 1, 5: 4}",0.5
498.0,753.0,7.0,"{3: 1, 4: 3, 5: 2}",0.5714
498.0,118.0,8.0,"{3: 4, 4: 2, 5: 4}",0.7551
498.0,1271.0,9.0,{4: 1},0.4444
498.0,936.0,10.0,"{3: 1, 4: 4, 5: 4}",0.7143
499.0,1255.0,1.0,{},0.0
499.0,569.0,2.0,{5: 1},0.1786
499.0,180.0,3.0,{},0.0
499.0,1271.0,4.0,{},0.0
499.0,130.0,5.0,"{4: 2, 5: 1}",0.2653
499.0,277.0,6.0,"{4: 1, 5: 2}",0.3182
499.0,174.0,7.0,"{3: 1, 4: 3, 5: 4}",0.7143
499.0,379.0,8.0,{4: 1},0.1481
499.0,936.0,9.0,"{3: 1, 4: 2, 5: 4}",0.6667
499.0,991.0,10.0,{},0.0
500.0,1255.0,1.0,{},0.0
500.0,569.0,2.0,{5: 1},0.1786
500.0,647.0,3.0,"{3: 1, 4: 1, 5: 1}",0.3077
500.0,68.0,4.0,"{3: 1, 4: 2, 5: 3}",0.6047
500.0,56.0,5.0,"{3: 1, 4: 2, 5: 5}",0.7045
500.0,379.0,6.0,{5: 1},0.1852
500.0,130.0,7.0,{},0.0
500.0,200.0,8.0,"{4: 2, 5: 5}",0.56
500.0,230.0,9.0,"{3: 1, 4: 1, 5: 1}",0.3
500.0,936.0,10.0,"{3: 1, 4: 2, 5: 3}",0.619
501.0,1255.0,1.0,{},0.0
501.0,408.0,2.0,"{3: 1, 4: 5, 5: 2}",0.4898
501.0,569.0,3.0,{5: 1},0.1786
501.0,200.0,4.0,"{4: 4, 5: 4}",0.64
501.0,239.0,5.0,"{4: 7, 5: 2}",0.7755
501.0,62.0,6.0,"{3: 1, 4: 5, 5: 1}",0.5957
501.0,635.0,7.0,"{2: 1, 4: 5, 5: 1}",0.4857
501.0,629.0,8.0,"{3: 2, 4: 2, 5: 1}",0.2791
501.0,247.0,9.0,"{3: 2, 4: 5, 5: 3}",0.8913
501.0,6.0,10.0,"{3: 2, 4: 4, 5: 3}",0.8222
502.0,1255.0,1.0,{},0.0
502.0,569.0,2.0,{},0.0
502.0,200.0,3.0,{},0.0
502.0,180.0,4.0,{},0.0
502.0,130.0,5.0,"{4: 2, 5: 3}",0.3673
502.0,174.0,6.0,{},0.0
502.0,36.0,7.0,{},0.0
502.0,277.0,8.0,{},0.0
502.0,1271.0,9.0,{},0.0
502.0,66.0,10.0,{},0.0
503.0,1255.0,1.0,{},0.0
503.0,569.0,2.0,{},0.0
503.0,180.0,3.0,{},0.0
503.0,174.0,4.0,{},0.0
503.0,36.0,5.0,{},0.0
503.0,277.0,6.0,{},0.0
503.0,1271.0,7.0,{},0.0
503.0,936.0,8.0,{},0.0
503.0,991.0,9.0,{},0.0
503.0,200.0,10.0,{},0.0
504.0,1255.0,1.0,{},0.0
504.0,569.0,2.0,{5: 2},0.3571
504.0,277.0,3.0,"{4: 1, 5: 4}",0.5455
504.0,36.0,4.0,"{3: 2, 4: 3, 5: 2}",0.4792
504.0,66.0,5.0,"{3: 1, 4: 3, 5: 2}",0.4565
504.0,62.0,6.0,{4: 3},0.2553
504.0,1271.0,7.0,{},0.0
504.0,991.0,8.0,{},0.0
504.0,389.0,9.0,"{2: 1, 3: 2, 4: 1, 5: 4}",0.6098
504.0,753.0,10.0,{4: 2},0.2286
505.0,1255.0,1.0,{},0.0
505.0,174.0,2.0,"{3: 2, 4: 2, 5: 1}",0.3878
505.0,496.0,3.0,"{2: 1, 4: 2, 5: 2}",0.3913
505.0,180.0,4.0,"{4: 1, 5: 3}",0.5135
505.0,260.0,5.0,{5: 3},0.3125
505.0,36.0,6.0,"{2: 1, 3: 1, 4: 1, 5: 1}",0.1458
505.0,133.0,7.0,{5: 1},0.1111
505.0,512.0,8.0,{},0.0
505.0,49.0,9.0,"{1: 1, 2: 1, 5: 3}",0.2041
505.0,216.0,10.0,"{3: 2, 4: 1, 5: 4}",0.42
506.0,1255.0,1.0,{},0.0
506.0,174.0,2.0,{},0.0
506.0,180.0,3.0,{},0.0
506.0,569.0,4.0,{},0.0
506.0,36.0,5.0,{},0.0
506.0,200.0,6.0,{},0.0
506.0,277.0,7.0,{},0.0
506.0,66.0,8.0,{},0.0
506.0,1271.0,9.0,{},0.0
506.0,254.0,10.0,{},0.0
507.0,1255.0,1.0,{},0.0
507.0,569.0,2.0,{},0.0
507.0,180.0,3.0,{},0.0
507.0,277.0,4.0,{},0.0
507.0,174.0,5.0,{},0.0
507.0,36.0,6.0,{},0.0
507.0,200.0,7.0,{},0.0
507.0,1271.0,8.0,{},0.0
507.0,161.0,9.0,{},0.0
507.0,130.0,10.0,"{4: 2, 5: 2}",0.3673
508.0,1255.0,1.0,{},0.0
508.0,180.0,2.0,{5: 1},0.0
508.0,174.0,3.0,"{3: 1, 5: 3}",0.3673
508.0,36.0,4.0,{4: 2},0.1667
508.0,569.0,5.0,{4: 3},0.1429
508.0,277.0,6.0,{4: 1},0.0909
508.0,66.0,7.0,{4: 2},0.1739
508.0,1271.0,8.0,{},0.0
508.0,62.0,9.0,{4: 1},0.0851
508.0,936.0,10.0,{},0.0
509.0,1255.0,1.0,{},0.0
509.0,569.0,2.0,{},0.0
509.0,180.0,3.0,{5: 1},0.1351
509.0,174.0,4.0,{},0.0
509.0,200.0,5.0,{},0.0
509.0,36.0,6.0,{},0.0
509.0,277.0,7.0,{},0.0
509.0,1271.0,8.0,{},0.0
509.0,130.0,9.0,{3: 1},0.0612
509.0,66.0,10.0,{},0.0
510.0,1255.0,1.0,{},0.0
510.0,180.0,2.0,{},0.0
510.0,174.0,3.0,{4: 1},0.0816
510.0,569.0,4.0,{},0.0
510.0,36.0,5.0,{},0.0
510.0,277.0,6.0,{5: 1},0.0
510.0,1271.0,7.0,{},0.0
510.0,62.0,8.0,{},0.0
510.0,66.0,9.0,{},0.0
510.0,936.0,10.0,{},0.0
511.0,1255.0,1.0,{},0.0
511.0,569.0,2.0,{5: 2},0.3571
511.0,200.0,3.0,"{3: 1, 5: 6}",0.66
511.0,174.0,4.0,"{4: 2, 5: 2}",0.2653
511.0,36.0,5.0,"{3: 2, 5: 4}",0.5417
511.0,66.0,6.0,"{4: 1, 5: 4}",0.5217
511.0,130.0,7.0,"{3: 1, 4: 1, 5: 1}",0.2449
511.0,936.0,8.0,"{4: 2, 5: 2}",0.4286
511.0,1271.0,9.0,{},0.0
511.0,488.0,10.0,"{3: 1, 4: 3, 5: 3}",0.7027
512.0,1255.0,1.0,{},0.0
512.0,569.0,2.0,{},0.0
512.0,180.0,3.0,"{1: 1, 3: 1}",0.0811
512.0,200.0,4.0,{},0.0
512.0,277.0,5.0,{},0.0
512.0,101.0,6.0,{},0.0
512.0,174.0,7.0,{},0.0
512.0,36.0,8.0,{},0.0
512.0,347.0,9.0,{},0.0
512.0,130.0,10.0,{5: 2},0.2041
513.0,1255.0,1.0,{},0.0
513.0,180.0,2.0,{},0.0
513.0,569.0,3.0,{},0.0
513.0,161.0,4.0,{},0.0
513.0,200.0,5.0,{},0.0
513.0,174.0,6.0,{},0.0
513.0,216.0,7.0,{},0.0
513.0,277.0,8.0,{},0.0
513.0,357.0,9.0,{4: 1},0.08
513.0,101.0,10.0,{},0.0
514.0,1255.0,1.0,{},0.0
514.0,569.0,2.0,{},0.0
514.0,180.0,3.0,"{4: 1, 5: 1}",0.2432
514.0,174.0,4.0,"{3: 1, 5: 3}",0.2653
514.0,200.0,5.0,{4: 2},0.16
514.0,36.0,6.0,"{3: 1, 4: 1, 5: 1}",0.1042
514.0,66.0,7.0,"{4: 1, 5: 2}",0.3043
514.0,130.0,8.0,{4: 2},0.1633
514.0,1271.0,9.0,{},0.0
514.0,62.0,10.0,"{3: 1, 4: 1}",0.1489
515.0,1255.0,1.0,{},0.0
515.0,569.0,2.0,{},0.0
515.0,200.0,3.0,{},0.0
515.0,347.0,4.0,{},0.0
515.0,408.0,5.0,{},0.0
515.0,101.0,6.0,{},0.0
515.0,180.0,7.0,{},0.0
515.0,277.0,8.0,{},0.0
515.0,130.0,9.0,{5: 2},0.102
515.0,161.0,10.0,{},0.0
516.0,1255.0,1.0,{4: 1},0.4444
516.0,180.0,2.0,{5: 1},0.1351
516.0,1047.0,3.0,"{3: 1, 4: 2}",0.4783
516.0,569.0,4.0,"{3: 3, 5: 2}",0.6786
516.0,1271.0,5.0,{},0.0
516.0,522.0,6.0,{4: 1},0.2
516.0,936.0,7.0,"{3: 2, 4: 3, 5: 2}",0.4048
516.0,66.0,8.0,"{4: 7, 5: 3}",0.6522
516.0,130.0,9.0,{4: 2},0.0816
516.0,9.0,10.0,"{2: 1, 3: 2, 4: 3, 5: 1}",0.4222
517.0,1255.0,1.0,{},0.0
517.0,180.0,2.0,{3: 1},0.0811
517.0,174.0,3.0,{4: 1},0.0816
517.0,36.0,4.0,{5: 1},0.0
517.0,569.0,5.0,{},0.0
517.0,277.0,6.0,{},0.0
517.0,216.0,7.0,{},0.0
517.0,1271.0,8.0,{},0.0
517.0,200.0,9.0,{},0.0
517.0,66.0,10.0,{},0.0
518.0,1255.0,1.0,{},0.0
518.0,180.0,2.0,{},0.0
518.0,569.0,3.0,{},0.0
518.0,200.0,4.0,{},0.0
518.0,174.0,5.0,{},0.0
518.0,36.0,6.0,{},0.0
518.0,277.0,7.0,{},0.0
518.0,130.0,8.0,{5: 1},0.102
518.0,1271.0,9.0,{},0.0
518.0,66.0,10.0,{},0.0
519.0,1255.0,1.0,{},0.0
519.0,180.0,2.0,"{4: 2, 5: 1}",0.3514
519.0,569.0,3.0,{},0.0
519.0,277.0,4.0,"{4: 1, 5: 3}",0.4318
519.0,174.0,5.0,{4: 2},0.1633
519.0,36.0,6.0,"{3: 3, 5: 1}",0.1875
519.0,200.0,7.0,"{3: 1, 4: 3, 5: 4}",0.7
519.0,1271.0,8.0,{},0.0
519.0,130.0,9.0,{5: 1},0.102
519.0,612.0,10.0,"{4: 1, 5: 1}",0.2571
520.0,1255.0,1.0,{},0.0
520.0,200.0,2.0,{},0.0
520.0,569.0,3.0,{},0.0
520.0,174.0,4.0,{},0.0
520.0,180.0,5.0,{},0.0
520.0,36.0,6.0,{},0.0
520.0,130.0,7.0,"{4: 3, 5: 1}",0.1633
520.0,66.0,8.0,{},0.0
520.0,277.0,9.0,{},0.0
520.0,1271.0,10.0,{},0.0
521.0,1255.0,1.0,{},0.0
521.0,174.0,2.0,{},0.0
521.0,180.0,3.0,{},0.0
521.0,36.0,4.0,{},0.0
521.0,216.0,5.0,{},0.0
521.0,240.0,6.0,{},0.0
521.0,254.0,7.0,{},0.0
521.0,66.0,8.0,{},0.0
521.0,496.0,9.0,{},0.0
521.0,260.0,10.0,{},0.0
522.0,1255.0,1.0,{},0.0
522.0,161.0,2.0,"{4: 6, 5: 4}",0.68
522.0,569.0,3.0,{},0.0
522.0,200.0,4.0,"{4: 2, 5: 6}",0.66
522.0,180.0,5.0,{5: 2},0.1351
522.0,174.0,6.0,"{4: 3, 5: 4}",0.6531
522.0,277.0,7.0,"{3: 1, 4: 1, 5: 1}",0.1818
522.0,36.0,8.0,"{3: 1, 4: 3, 5: 3}",0.5208
522.0,347.0,9.0,"{3: 2, 4: 1, 5: 4}",0.449
522.0,254.0,10.0,"{4: 2, 5: 2}",0.375
523.0,1255.0,1.0,{},0.0
523.0,569.0,2.0,{},0.0
523.0,101.0,3.0,"{4: 1, 5: 8}",0.78
523.0,161.0,4.0,"{2: 1, 4: 3, 5: 6}",0.84
523.0,180.0,5.0,"{4: 1, 5: 1}",0.2432
523.0,635.0,6.0,"{4: 2, 5: 1}",0.3714
523.0,277.0,7.0,{5: 1},0.1136
523.0,488.0,8.0,{5: 1},0.1351
523.0,239.0,9.0,"{4: 1, 5: 9}",1.0
523.0,1271.0,10.0,{},0.0
524.0,1255.0,1.0,{},0.0
524.0,569.0,2.0,{4: 2},0.1429
524.0,180.0,3.0,{5: 1},0.1351
524.0,36.0,4.0,{},0.0
524.0,200.0,5.0,"{4: 3, 5: 4}",0.44
524.0,1271.0,6.0,{},0.0
524.0,277.0,7.0,"{3: 1, 5: 1}",0.0682
524.0,130.0,8.0,"{4: 1, 5: 1}",0.1837
524.0,66.0,9.0,{5: 1},0.1087
524.0,936.0,10.0,{4: 1},0.0952
525.0,1255.0,1.0,{},0.0
525.0,174.0,2.0,{},0.0
525.0,180.0,3.0,{},0.0
525.0,569.0,4.0,{},0.0
525.0,200.0,5.0,{},0.0
525.0,36.0,6.0,{},0.0
525.0,277.0,7.0,{},0.0
525.0,66.0,8.0,{},0.0
525.0,130.0,9.0,"{3: 1, 4: 1, 5: 3}",0.2653
525.0,254.0,10.0,{},0.0
526.0,1255.0,1.0,{},0.0
526.0,569.0,2.0,{},0.0
526.0,180.0,3.0,{},0.0
526.0,200.0,4.0,{},0.0
526.0,174.0,5.0,{},0.0
526.0,277.0,6.0,{},0.0
526.0,36.0,7.0,{},0.0
526.0,1271.0,8.0,{},0.0
526.0,130.0,9.0,"{4: 2, 5: 2}",0.3673
526.0,62.0,10.0,{},0.0
527.0,1255.0,1.0,{},0.0
527.0,180.0,2.0,{},0.0
527.0,569.0,3.0,{},0.0
527.0,174.0,4.0,{},0.0
527.0,200.0,5.0,{},0.0
527.0,36.0,6.0,{},0.0
527.0,161.0,7.0,{},0.0
527.0,277.0,8.0,{},0.0
527.0,101.0,9.0,{},0.0
527.0,62.0,10.0,{},0.0
528.0,1255.0,1.0,{},0.0
528.0,180.0,2.0,{5: 1},0.1351
528.0,174.0,3.0,"{3: 1, 4: 3, 5: 5}",0.7347
528.0,753.0,4.0,"{3: 1, 4: 3, 5: 2}",0.5714
528.0,275.0,5.0,"{4: 5, 5: 4}",0.6739
528.0,1271.0,6.0,{},0.0
528.0,496.0,7.0,"{3: 1, 4: 3, 5: 6}",0.8696
528.0,936.0,8.0,"{3: 1, 4: 3, 5: 1}",0.3095
528.0,488.0,9.0,"{3: 2, 5: 3}",0.4054
528.0,673.0,10.0,"{4: 3, 5: 2}",0.6296
529.0,1255.0,1.0,{},0.0
529.0,174.0,2.0,{},0.0
529.0,180.0,3.0,{},0.0
529.0,36.0,4.0,{},0.0
529.0,216.0,5.0,{},0.0
529.0,569.0,6.0,{},0.0
529.0,277.0,7.0,{},0.0
529.0,496.0,8.0,{},0.0
529.0,240.0,9.0,{},0.0
529.0,254.0,10.0,{},0.0
530.0,1255.0,1.0,{},0.0
530.0,408.0,2.0,"{4: 3, 5: 7}",0.9592
530.0,569.0,3.0,{5: 2},0.3571
530.0,719.0,4.0,"{4: 4, 5: 3}",0.4681
530.0,347.0,5.0,"{3: 4, 4: 4, 5: 1}",0.5102
530.0,156.0,6.0,"{4: 5, 5: 5}",0.8542
530.0,936.0,7.0,"{3: 3, 4: 2, 5: 1}",0.4524
530.0,635.0,8.0,{4: 3},0.3429
530.0,230.0,9.0,"{3: 1, 5: 3}",0.45
530.0,238.0,10.0,"{1: 1, 3: 1, 4: 4}",0.4419
531.0,1255.0,1.0,{4: 1},0.4444
531.0,180.0,2.0,{5: 2},0.2703
531.0,277.0,3.0,"{4: 2, 5: 2}",0.4091
531.0,1271.0,4.0,{},0.0
531.0,936.0,5.0,"{3: 1, 4: 6, 5: 2}",0.5238
531.0,991.0,6.0,{4: 1},0.3333
531.0,488.0,7.0,"{3: 2, 4: 3, 5: 2}",0.6757
531.0,522.0,8.0,{},0.0
531.0,673.0,9.0,"{4: 4, 5: 1}",0.7778
531.0,612.0,10.0,"{4: 1, 5: 1}",0.2571
532.0,1255.0,1.0,{},0.0
532.0,569.0,2.0,{},0.0
532.0,408.0,3.0,"{3: 2, 4: 3, 5: 4}",0.7143
532.0,635.0,4.0,"{3: 1, 4: 1}",0.0857
532.0,62.0,5.0,"{4: 2, 5: 4}",0.5957
532.0,719.0,6.0,"{4: 1, 5: 3}",0.3191
532.0,239.0,7.0,"{4: 3, 5: 3}",0.551
532.0,102.0,8.0,"{2: 1, 3: 2, 4: 1, 5: 5}",0.7292
532.0,629.0,9.0,"{3: 1, 4: 2, 5: 3}",0.4186
532.0,488.0,10.0,"{4: 3, 5: 1}",0.4595
533.0,216.0,1.0,{},0.0
533.0,1255.0,2.0,{},0.0
533.0,174.0,3.0,{},0.0
533.0,118.0,4.0,{},0.0
533.0,5.0,5.0,{},0.0
533.0,496.0,6.0,{},0.0
533.0,260.0,7.0,{},0.0
533.0,36.0,8.0,{},0.0
533.0,240.0,9.0,{},0.0
533.0,133.0,10.0,"{3: 3, 4: 1, 5: 2}",0.4444
534.0,189.0,1.0,"{4: 3, 5: 6}",0.8571
534.0,502.0,2.0,"{3: 2, 4: 4, 5: 3}",0.8409
534.0,873.0,3.0,"{3: 2, 4: 4, 5: 2}",0.7442
534.0,174.0,4.0,"{3: 1, 4: 5, 5: 3}",0.7755
534.0,88.0,5.0,"{3: 1, 4: 3, 5: 1}",0.5128
534.0,50.0,6.0,"{1: 1, 4: 4, 5: 2}",0.5366
534.0,1255.0,7.0,"{4: 1, 5: 1}",1.0
534.0,180.0,8.0,{5: 2},0.2703
534.0,66.0,9.0,"{4: 5, 5: 4}",0.7609
534.0,1047.0,10.0,"{3: 2, 4: 2}",0.6087
535.0,1255.0,1.0,{},0.0
535.0,569.0,2.0,{},0.0
535.0,180.0,3.0,"{1: 1, 3: 1}",0.0811
535.0,277.0,4.0,{},0.0
535.0,174.0,5.0,{4: 1},0.0816
535.0,36.0,6.0,{5: 1},0.0
535.0,1271.0,7.0,{},0.0
535.0,200.0,8.0,{},0.0
535.0,488.0,9.0,{},0.0
535.0,991.0,10.0,{},0.0
536.0,1255.0,1.0,{},0.0
536.0,569.0,2.0,{},0.0
536.0,200.0,3.0,"{2: 1, 4: 2, 5: 3}",0.46
536.0,180.0,4.0,"{3: 1, 4: 1}",0.1892
536.0,174.0,5.0,"{4: 1, 5: 3}",0.2857
536.0,36.0,6.0,"{3: 1, 4: 1}",0.1458
536.0,277.0,7.0,{4: 1},0.0909
536.0,130.0,8.0,{5: 1},0.102
536.0,1271.0,9.0,{},0.0
536.0,254.0,10.0,"{1: 1, 3: 3, 4: 2}",0.3542
537.0,1255.0,1.0,{},0.0
537.0,36.0,2.0,{4: 1},0.0833
537.0,180.0,3.0,{5: 2},0.1351
537.0,66.0,4.0,"{4: 2, 5: 1}",0.2826
537.0,240.0,5.0,"{4: 4, 5: 3}",0.52
537.0,277.0,6.0,"{4: 1, 5: 1}",0.2045
537.0,62.0,7.0,{5: 1},0.1064
537.0,936.0,8.0,"{3: 1, 5: 1}",0.1905
537.0,1271.0,9.0,{},0.0
537.0,753.0,10.0,{2: 1},0.0
538.0,1255.0,1.0,{},0.0
538.0,174.0,2.0,"{4: 4, 5: 3}",0.5306
538.0,36.0,3.0,"{3: 1, 4: 1, 5: 3}",0.25
538.0,180.0,4.0,"{4: 1, 5: 2}",0.3784
538.0,66.0,5.0,"{4: 4, 5: 1}",0.4565
538.0,496.0,6.0,"{2: 1, 4: 1, 5: 1}",0.1957
538.0,118.0,7.0,"{3: 1, 4: 2, 5: 2}",0.3265
538.0,260.0,8.0,"{2: 1, 5: 2}",0.2083
538.0,569.0,9.0,{5: 1},0.1786
538.0,5.0,10.0,"{4: 4, 5: 3}",0.4894
539.0,1255.0,1.0,{},0.0
539.0,569.0,2.0,{},0.0
539.0,277.0,3.0,"{4: 2, 5: 2}",0.4091
539.0,180.0,4.0,"{3: 1, 4: 3}",0.4054
539.0,200.0,5.0,"{3: 1, 4: 2, 5: 2}",0.32
539.0,1271.0,6.0,{},0.0
539.0,130.0,7.0,{},0.0
539.0,991.0,8.0,{},0.0
539.0,62.0,9.0,"{3: 2, 4: 1, 5: 1}",0.3191
539.0,488.0,10.0,{4: 1},0.1081
540.0,1255.0,1.0,{},0.0
540.0,180.0,2.0,"{4: 1, 5: 1}",0.2432
540.0,174.0,3.0,"{4: 2, 5: 3}",0.4694
540.0,1271.0,4.0,{},0.0
540.0,200.0,5.0,"{3: 2, 4: 1, 5: 3}",0.5
540.0,277.0,6.0,"{3: 1, 4: 2, 5: 2}",0.3864
540.0,130.0,7.0,"{3: 2, 4: 1, 5: 1}",0.3061
540.0,66.0,8.0,"{4: 3, 5: 2}",0.3696
540.0,936.0,9.0,"{3: 1, 5: 3}",0.4286
540.0,991.0,10.0,{},0.0
541.0,1255.0,1.0,{},0.0
541.0,569.0,2.0,{},0.0
541.0,180.0,3.0,{},0.0
541.0,174.0,4.0,{},0.0
541.0,200.0,5.0,{},0.0
541.0,36.0,6.0,{},0.0
541.0,277.0,7.0,{},0.0
541.0,66.0,8.0,{},0.0
541.0,1271.0,9.0,{},0.0
541.0,130.0,10.0,"{3: 1, 4: 3, 5: 5}",0.7347
542.0,1255.0,1.0,{},0.0
542.0,174.0,2.0,"{4: 2, 5: 7}",0.6939
542.0,180.0,3.0,"{3: 1, 4: 1}",0.1892
542.0,569.0,4.0,"{3: 1, 5: 3}",0.4643
542.0,66.0,5.0,"{4: 4, 5: 3}",0.5
542.0,62.0,6.0,"{4: 4, 5: 1}",0.3617
542.0,936.0,7.0,"{3: 1, 4: 2, 5: 1}",0.2143
542.0,753.0,8.0,"{3: 1, 4: 2, 5: 1}",0.3143
542.0,496.0,9.0,"{2: 1, 3: 1, 4: 3, 5: 3}",0.6522
542.0,991.0,10.0,{},0.0
543.0,1255.0,1.0,{},0.0
543.0,101.0,2.0,"{3: 1, 5: 4}",0.46
543.0,161.0,3.0,{5: 3},0.3
543.0,347.0,4.0,"{3: 1, 5: 1}",0.1633
543.0,569.0,5.0,{5: 1},0.1786
543.0,102.0,6.0,"{4: 1, 5: 3}",0.3958
543.0,277.0,7.0,{},0.0
543.0,62.0,8.0,{},0.0
543.0,408.0,9.0,"{3: 1, 4: 1, 5: 2}",0.3469
543.0,180.0,10.0,{3: 1},0.0811
544.0,1255.0,1.0,{},0.0
544.0,569.0,2.0,{},0.0
544.0,180.0,3.0,{5: 1},0.1351
544.0,277.0,4.0,{},0.0
544.0,101.0,5.0,{5: 2},0.2
544.0,36.0,6.0,"{3: 1, 5: 2}",0.2708
544.0,161.0,7.0,{5: 1},0.1
544.0,174.0,8.0,{},0.0
544.0,62.0,9.0,{},0.0
544.0,1271.0,10.0,{},0.0
545.0,1255.0,1.0,{},0.0
545.0,174.0,2.0,"{3: 2, 4: 2, 5: 4}",0.6939
545.0,180.0,3.0,{5: 1},0.1351
545.0,36.0,4.0,"{4: 3, 5: 2}",0.375
545.0,569.0,5.0,"{4: 1, 5: 1}",0.3214
545.0,277.0,6.0,"{3: 1, 5: 1}",0.1818
545.0,216.0,7.0,"{2: 1, 3: 2, 4: 3, 5: 4}",0.54
545.0,66.0,8.0,"{4: 2, 5: 3}",0.3913
545.0,254.0,9.0,"{2: 1, 3: 1, 4: 2, 5: 3}",0.4375
545.0,240.0,10.0,"{4: 2, 5: 6}",0.76
546.0,1255.0,1.0,{},0.0
546.0,569.0,2.0,"{4: 1, 5: 1}",0.1429
546.0,180.0,3.0,"{4: 1, 5: 1}",0.2432
546.0,62.0,4.0,{4: 2},0.1702
546.0,174.0,5.0,"{3: 1, 4: 1, 5: 2}",0.3469
546.0,1271.0,6.0,{},0.0
546.0,277.0,7.0,"{3: 1, 5: 3}",0.4091
546.0,991.0,8.0,{3: 1},0.0
546.0,936.0,9.0,"{4: 1, 5: 1}",0.2143
546.0,753.0,10.0,{},0.0
547.0,1255.0,1.0,{},0.0
547.0,174.0,2.0,{},0.0
547.0,180.0,3.0,{},0.0
547.0,200.0,4.0,{},0.0
547.0,36.0,5.0,{},0.0
547.0,569.0,6.0,{},0.0
547.0,66.0,7.0,{},0.0
547.0,254.0,8.0,{},0.0
547.0,277.0,9.0,{},0.0
547.0,240.0,10.0,{},0.0
548.0,1255.0,1.0,"{4: 1, 5: 2}",1.0
548.0,180.0,2.0,{4: 2},0.2162
548.0,36.0,3.0,"{4: 1, 5: 8}",0.7083
548.0,569.0,4.0,"{3: 1, 5: 1}",0.2857
548.0,200.0,5.0,"{4: 3, 5: 3}",0.54
548.0,277.0,6.0,"{4: 1, 5: 3}",0.3409
548.0,1271.0,7.0,{4: 1},0.4444
548.0,240.0,8.0,"{4: 3, 5: 6}",0.74
548.0,130.0,9.0,{4: 2},0.1633
548.0,62.0,10.0,"{3: 4, 4: 2, 5: 4}",0.8511
549.0,1255.0,1.0,{},0.0
549.0,569.0,2.0,{},0.0
549.0,180.0,3.0,{},0.0
549.0,174.0,4.0,{},0.0
549.0,200.0,5.0,{},0.0
549.0,36.0,6.0,{},0.0
549.0,277.0,7.0,{},0.0
549.0,66.0,8.0,{},0.0
549.0,130.0,9.0,{},0.0
549.0,1271.0,10.0,{},0.0
550.0,1255.0,1.0,{},0.0
550.0,180.0,2.0,{3: 1},0.0811
550.0,174.0,3.0,{},0.0
550.0,36.0,4.0,{},0.0
550.0,569.0,5.0,{},0.0
550.0,200.0,6.0,{},0.0
550.0,277.0,7.0,{},0.0
550.0,66.0,8.0,{},0.0
550.0,1271.0,9.0,{},0.0
550.0,254.0,10.0,{},0.0
551.0,1255.0,1.0,{},0.0
551.0,569.0,2.0,{},0.0
551.0,347.0,3.0,"{3: 2, 4: 5, 5: 2}",0.6327
551.0,66.0,4.0,"{4: 3, 5: 2}",0.4783
551.0,239.0,5.0,"{2: 1, 4: 2, 5: 4}",0.3878
551.0,635.0,6.0,{4: 2},0.2286
551.0,629.0,7.0,"{4: 2, 5: 3}",0.5349
551.0,36.0,8.0,{4: 2},0.1667
551.0,180.0,9.0,"{4: 1, 5: 1}",0.2432
551.0,936.0,10.0,"{3: 1, 4: 1}",0.1667
552.0,1255.0,1.0,{},0.0
552.0,569.0,2.0,{},0.0
552.0,180.0,3.0,{},0.0
552.0,174.0,4.0,{},0.0
552.0,277.0,5.0,{},0.0
552.0,200.0,6.0,{},0.0
552.0,36.0,7.0,{},0.0
552.0,130.0,8.0,{5: 1},0.102
552.0,1271.0,9.0,{},0.0
552.0,62.0,10.0,{},0.0
553.0,1255.0,1.0,{5: 1},0.0
553.0,174.0,2.0,"{3: 1, 4: 3, 5: 4}",0.6327
553.0,180.0,3.0,"{4: 1, 5: 1}",0.2432
553.0,569.0,4.0,{4: 1},0.1429
553.0,277.0,5.0,"{3: 1, 4: 1}",0.0682
553.0,240.0,6.0,"{2: 1, 3: 1, 4: 3, 5: 2}",0.4
553.0,254.0,7.0,"{3: 3, 4: 1, 5: 1}",0.375
553.0,216.0,8.0,"{2: 1, 4: 4, 5: 1}",0.42
553.0,1271.0,9.0,{4: 1},0.4444
553.0,62.0,10.0,{3: 2},0.1277
554.0,1255.0,1.0,{},0.0
554.0,569.0,2.0,"{4: 1, 5: 1}",0.3214
554.0,180.0,3.0,{},0.0
554.0,174.0,4.0,"{4: 1, 5: 4}",0.4898
554.0,277.0,5.0,{},0.0
554.0,1271.0,6.0,{},0.0
554.0,36.0,7.0,{5: 2},0.2083
554.0,130.0,8.0,"{4: 1, 5: 2}",0.2857
554.0,62.0,9.0,"{3: 1, 4: 3, 5: 2}",0.4468
554.0,936.0,10.0,"{1: 1, 4: 2, 5: 2}",0.2381
555.0,1255.0,1.0,{},0.0
555.0,216.0,2.0,"{4: 1, 5: 2}",0.28
555.0,180.0,3.0,"{3: 1, 5: 1}",0.2162
555.0,36.0,4.0,"{4: 1, 5: 1}",0.1875
555.0,569.0,5.0,{5: 1},0.1786
555.0,240.0,6.0,{4: 2},0.08
555.0,277.0,7.0,{5: 1},0.1136
555.0,254.0,8.0,"{4: 1, 5: 1}",0.1875
555.0,161.0,9.0,"{4: 1, 5: 1}",0.18
555.0,753.0,10.0,{},0.0
